gene_id,gene_name,logFC,logCPM,PValue,FDR,seqnames,start,end,width,strand,entrezid,aveLen,maxLen,aveGc,longestGc,LR,DE,Status
ENSMUSG00000036356,Csgalnact1,0.9631619801162667,2.7534317255925957,5.134036554464495e-7,1.599229802977181e-5,8,68356781,68735146,378366,-,234356,1407,3943,49.92004264392323,46.335277707329404,25.21279844744848,FALSE,not DE
ENSMUSG00000020258,Glyctk,-0.5151489981811642,3.398391582149972,5.305479143883174e-7,1.6478011539861718e-5,9,106152857,106158138,5282,-,235582,1998.8,4209,56.71402841705023,55.7139463055358,25.149449684187907,FALSE,not DE
ENSMUSG00000029602,Rasal1,-1.1113575719622892,4.567090140842874,5.435786667866211e-7,1.6833506118389182e-5,5,120648812,120679597,30786,+,19415,1562.8,3251,60.34041464038907,60.6890187634574,25.102658487479232,TRUE,DE
ENSMUSG00000097971,Gm26917,1.5484572132154022,8.70304675450161,5.462293988854046e-7,1.6866420566746418e-5,17,39843013,39846341,3329,+,"NA",2099,3329,69.77131967603619,69.1198558125563,25.093277918727495,TRUE,DE
ENSMUSG00000078812,Eif5a,-0.3645093827253563,9.585894182011915,5.852737888090088e-7,1.8019646912258816e-5,11,69916714,69921958,5245,-,276770,1132.7692307692307,1437,53.687355697405955,54.9756437021573,24.96015702818096,FALSE,not DE
ENSMUSG00000026504,Sdccag8,0.3959999608852625,4.339018966084905,5.965855362844509e-7,1.8272443354939665e-5,1,176814660,177020437,205778,+,76816,2041,2971,50.269475747182746,49.6802423426456,24.923250923176546,FALSE,not DE
ENSMUSG00000015133,Lrrk1,0.753787809595062,3.6290509248963705,5.969250465226948e-7,1.8272443354939665e-5,7,66226912,66388350,161439,-,233328,2517.5714285714284,7465,53.776315042841716,55.1640991292699,24.922154100406264,FALSE,not DE
ENSMUSG00000050244,Heatr1,-0.4119507114459516,6.880888922300099,6.26365240766483e-7,1.9118539044314894e-5,13,12395027,12440289,45263,+,217995,1604.5,6780,47.9277033343721,47.2713864306785,24.829347874040167,FALSE,not DE
ENSMUSG00000027951,Adar,-0.27618234454476487,7.391483733351225,6.396285442882078e-7,1.9467433803522474e-5,3,89715022,89753446,38425,+,56417,2625.4444444444443,5909,53.612086842439375,53.4269757996277,24.788957428341263,FALSE,not DE
ENSMUSG00000020484,Xbp1,0.3959148658954784,7.776867935238024,6.6710202543431e-7,2.024559346903783e-5,11,5520659,5525893,5235,+,22433,1245.6,2129,52.28002569043031,52.9826209488022,24.7078990198224,FALSE,not DE
ENSMUSG00000054008,Ndst1,-0.42744657763534083,6.62326980034795,6.73036315995704e-7,2.0367497858992503e-5,18,60684494,60748650,64157,-,15531,3272.6666666666665,6478,54.25239356284378,54.5693115159,24.690830372761134,FALSE,not DE
ENSMUSG00000041189,Chrnb1,0.9669001438453761,1.715487433126332,6.805514056773011e-7,2.053641202018265e-5,11,69784036,69795943,11908,-,11443,955.5,2155,51.85766614338044,50.9048723897912,24.669430175765637,FALSE,not DE
ENSMUSG00000003534,Ddr1,-0.6338474732438253,4.148697355213387,7.028728044770388e-7,2.1149900649164606e-5,17,35681567,35704621,23055,-,12305,2279.5833333333335,3874,60.10601352586365,59.7315436241611,24.607236798801782,FALSE,not DE
ENSMUSG00000032724,Abtb2,-0.4956113312607278,5.8205502156598845,7.427366075063232e-7,2.2286294477209507e-5,2,103566310,103718423,152114,+,99382,2714,4558,55.944485384426436,58.775778850373,24.500938237421014,FALSE,not DE
ENSMUSG00000033684,Qsox1,0.316449151223094,6.343275565814757,7.644519277098098e-7,2.2873263031362254e-5,1,155776029,155812889,36861,-,104009,2027.875,3395,55.37200271219874,55.0810014727541,24.445415732483898,FALSE,not DE
ENSMUSG00000056290,Ms4a4b,-0.6587633964109348,9.011967318349502,7.729863546224412e-7,2.3063654659549355e-5,19,11443553,11467055,23503,+,60361,1697.2857142857142,4750,38.21227169430182,37.1578947368421,24.424026362157388,FALSE,not DE
ENSMUSG00000031628,Casp3,-0.438908304363131,7.2803880354203425,7.884188846851411e-7,2.3458222389707474e-5,8,46617291,46639689,22399,+,12367,1469.25,2601,44.44444444444443,44.4059976931949,24.385943085972784,FALSE,not DE
ENSMUSG00000036918,Ttc7,-0.3793255257198724,7.149117257410979,8.122035682970316e-7,2.4098397492880084e-5,17,87282886,87381769,98884,+,225049,1781.5,4614,58.28795958461969,58.0840918942349,24.328688558844725,FALSE,not DE
ENSMUSG00000112148,Lilrb4a,2.148366492000627,6.146090421620193,8.158268919885126e-7,2.413847701031192e-5,10,51490956,51496611,5656,+,14728,1991.5,3769,42.40880886625299,41.6290793313876,24.32011434224722,TRUE,DE
ENSMUSG00000029994,Anxa4,0.48110764722216875,5.228211420816761,8.44058882280786e-7,2.4869035808202776e-5,6,86736840,86793584,56745,-,11746,1452.4444444444443,2623,47.43727050183598,46.2828821959588,24.254585662939718,FALSE,not DE
ENSMUSG00000050147,F2rl3,-0.49533407090964215,4.550802231706496,8.4520070860113e-7,2.4869035808202776e-5,8,72761880,72763874,1995,+,14065,1627.5,1751,58.0337941628264,56.8246716162193,24.251981855420116,FALSE,not DE
ENSMUSG00000046982,Tshz1,0.3951761440297309,6.215715693827179,8.478507360236531e-7,2.4878095353710616e-5,18,84011627,84087706,76080,-,110796,2799.25,5656,52.85344288648747,53.3592644978784,24.245952331177126,FALSE,not DE
ENSMUSG00000053641,Dennd4a,0.503639937042896,6.730019149165797,8.928432752912284e-7,2.612611920149705e-5,9,64811340,64919667,108328,+,102442,2832.1111111111113,8645,43.246106163443024,43.7015615962984,24.14636950304274,FALSE,not DE
ENSMUSG00000036285,Noa1,-0.4733891298157916,5.2401864081078005,9.335391253621516e-7,2.7241902718672456e-5,5,77294182,77310084,15903,-,56412,1518.25,2815,51.81952906306604,51.1190053285968,24.06053892888079,FALSE,not DE
ENSMUSG00000021236,Entpd5,-0.3865991859502312,6.092943824171899,1.0015551886281653e-6,2.913654032110981e-5,12,84373857,84409029,35173,-,12499,3103.875,4972,46.29696750030203,46.2590506838294,23.925135293233147,FALSE,not DE
ENSMUSG00000031932,Gpr83,-0.8060175656520475,7.1754418250304415,1.0039515870388054e-6,2.913654032110981e-5,9,14860210,14870789,10580,+,14608,3593.6666666666665,4258,48.91011965494853,47.0878346641616,23.920534499449708,FALSE,not DE
ENSMUSG00000030103,Bhlhe40,0.429395452993111,5.509277059404464,1.0448213777367635e-6,3.0184720092856472e-5,6,108660629,108666925,6297,+,20893,1644.25,3113,49.019309715675845,49.3735946032766,23.84372093300267,FALSE,not DE
ENSMUSG00000016498,Pdcd1lg2,0.4172481193144975,4.591742962274334,1.045751929407944e-6,3.0184720092856472e-5,19,29410919,29471161,60243,+,58205,1689,1729,49.31912374185911,49.5083863504916,23.84200728435536,FALSE,not DE
ENSMUSG00000007872,Id3,-0.9671270624503526,5.001166606177822,1.07512708414923e-6,3.0948509181119566e-5,4,136143497,136145755,2259,+,15903,764.3333333333334,1278,56.170955080680336,55.6338028169014,23.788683486845304,FALSE,not DE
ENSMUSG00000039929,Urb1,-0.4405260118385457,4.814280627189777,1.1049957574445792e-6,3.166629441599909e-5,16,90751527,90810413,58887,-,207932,2443,7344,52.509209987720006,52.927559912854,23.73594142590704,FALSE,not DE
ENSMUSG00000050552,Lamtor4,0.348538983350956,5.710604102121299,1.106024781428701e-6,3.166629441599909e-5,5,138255482,138259398,3917,+,66096,928.5,980,56.650511577813695,56.9387755102041,23.734149953443705,FALSE,not DE
ENSMUSG00000024960,Plcb3,0.5954874336660091,6.017224960091965,1.1467207432928027e-6,3.274319283671008e-5,19,6952325,6976470,24146,-,18797,1744.2,4558,57.11500974658869,56.9109258446687,23.66460898050157,FALSE,not DE
ENSMUSG00000069520,Tmem19,-0.3692521799422779,5.175405565821158,1.2486364717067144e-6,3.555768526131024e-5,10,115339674,115362501,22828,-,67226,1592.1,3084,48.37007725645371,47.503242542153,23.500772114743167,FALSE,not DE
ENSMUSG00000015966,Il17rb,1.4500471270935853,2.628624076700621,1.2605412212174435e-6,3.58007188550045e-5,14,29996135,30008896,12762,-,50905,1832.1666666666667,2575,50.859637951423636,49.5145631067961,23.482515891501947,TRUE,DE
ENSMUSG00000030047,Arhgap25,0.27369992713614166,7.1193691077978,1.2649276858541759e-6,3.582949834438148e-5,6,87458545,87533259,74715,-,232201,2670.2,3816,50.925024342745864,49.8689727463312,23.475832703554417,FALSE,not DE
ENSMUSG00000027009,Itga4,0.5227855693437164,9.398699983716453,1.2999393236614763e-6,3.6723285893436706e-5,2,79255426,79333123,77698,+,16401,3670.2,9767,43.49626723339329,41.1078120200676,23.42330775108755,FALSE,not DE
ENSMUSG00000041765,Ubac2,-0.41016129994023204,6.347414736318952,1.3519489134748933e-6,3.8091250288939834e-5,14,121878620,122021034,142415,+,68889,988,2139,53.79554655870448,53.4829359513792,23.347844991493375,FALSE,not DE
ENSMUSG00000116504,I730030J21Rik,0.8774408103279445,4.104841492093821,1.3911737573542937e-6,3.90134224725648e-5,15,100730481,100732737,2257,-,"NA",1124.3333333333333,2139,47.791283723688146,47.0780738662927,23.2928338052833,FALSE,not DE
ENSMUSG00000029456,Acad10,-0.7059730393248741,2.486851967989821,1.3920247709566992e-6,3.90134224725648e-5,5,121621026,121660514,39489,-,71985,2592.5,4751,54.38765670202508,52.5152599452747,23.29165761116952,FALSE,not DE
ENSMUSG00000027078,Ube2l6,-0.4999660737253615,5.212617504262588,1.4102022244121693e-6,3.941886323080543e-5,2,84798828,84810335,11508,+,56791,899.75,1560,51.90330647402057,50.3205128205128,23.266705128694262,FALSE,not DE
ENSMUSG00000021338,Carmil1,1.5481729840678569,1.7324272013688622,1.4164864545532706e-6,3.949060136552451e-5,13,24012344,24280795,268452,-,68732,1849,4988,49.387056066342176,51.0425020048116,23.25815364351435,TRUE,DE (not in Spleen)
ENSMUSG00000020042,Btbd11,-1.0173910599085283,3.227330638844073,1.422043851463298e-6,3.9541753377599874e-5,10,85386814,85660292,273479,+,74007,2890,5788,52.49134948096885,55.2349689011748,23.250622866669666,TRUE,DE
ENSMUSG00000028528,Dnajc6,1.0422041241048665,1.6334217038321326,1.4641915142862108e-6,4.060742105678363e-5,4,101496631,101642799,146169,+,72685,3615.625,5322,47.025064822817605,47.0311912814731,23.19445180987329,TRUE,DE (not in Spleen)
ENSMUSG00000038260,Trpm4,0.5540189868149797,4.687358624697771,1.4826620215754136e-6,4.101259373222407e-5,7,45302632,45333780,31149,-,68667,2390,4315,56.466759646675975,56.8018539976825,23.170345045270317,FALSE,not DE
ENSMUSG00000024525,Impa2,0.44306011136832624,5.169790623811458,1.503091480854719e-6,4.145026184929994e-5,18,67289186,67322472,33287,+,114663,1538,5054,51.56046814044214,49.5647012267511,23.144029906789044,FALSE,not DE
ENSMUSG00000049804,Armcx4,0.6943803015963692,4.449255395777656,1.506288935589322e-6,4.145026184929994e-5,X,134686519,134696757,10239,+,100503043,7996,7996,50.4752376188094,50.4752376188094,23.139943767473717,FALSE,not DE
ENSMUSG00000046791,Riox1,-0.5167605493518665,5.004852039429194,1.510610901717133e-6,4.146178035669092e-5,12,83950608,83952951,2344,+,71952,2344,2344,61.3907849829352,61.3907849829352,23.134434381337748,FALSE,not DE
ENSMUSG00000055148,Klf2,-0.6644903266755671,8.4081393793024,1.521802183830229e-6,4.155765950463328e-5,8,72319033,72321656,2624,+,16598,1847,1847,61.5592853275582,61.5592853275582,23.120241543679413,FALSE,not DE
ENSMUSG00000072640,Lyrm9,0.7027393790919093,4.49197737534833,1.5219289726324935e-6,4.155765950463328e-5,11,78826584,78846870,20287,+,66274,2913.6666666666665,8035,48.34687106738361,47.9775980087119,23.120081349942307,FALSE,not DE
ENSMUSG00000026994,Galnt3,1.5662259098939253,1.731779786797259,1.5314827750907773e-6,4.171130778721599e-5,2,66082766,66124994,42229,-,14425,1471.25,3885,43.38147833474933,44.1441441441441,23.108048760582435,TRUE,DE (not in Spleen)
ENSMUSG00000029594,Rbm19,-0.463749871447379,4.820896467508416,1.538644473555584e-6,4.1799185672908984e-5,5,120116465,120198981,82517,+,74111,1416.5,4010,56.97140840098839,57.2319201995013,23.09907818896048,FALSE,not DE
ENSMUSG00000024312,Wdr46,-0.3646830840979723,5.315180082205111,1.5517561596347385e-6,4.204784165214335e-5,17,33940660,33949697,9038,+,57315,1190.5,2229,57.601847963040726,57.7388963660834,23.082762798909,FALSE,not DE
ENSMUSG00000032177,Pde4a,0.7718731284600399,2.988202209683575,1.5561934529865757e-6,4.206078080820205e-5,9,21165714,21213248,47535,+,18577,3271.2,4653,56.835412081193425,57.1674188695465,23.077272598983736,FALSE,not DE
ENSMUSG00000056529,Ptafr,0.5532711006681583,4.727341141935674,1.5608009497992744e-6,4.2078242864893126e-5,4,132564067,132582683,18617,+,19204,3637,3637,50.013747594171,50.013747594171,23.07158840051836,FALSE,not DE
ENSMUSG00000033294,Noc4l,-0.34572684036235973,5.514302187256796,1.5723368166991923e-6,4.228192827083246e-5,5,110648418,110653417,5000,-,100608,881.8333333333334,2075,57.796257796257805,55.3253012048193,23.05743027179884,FALSE,not DE
ENSMUSG00000037849,Ifi206,-0.5108219144790476,6.008955025933974,1.5825244352952559e-6,4.2448420585116685e-5,1,173468485,173491041,22557,-,102639543,1738,3047,44.476409666283075,44.6340662947161,23.045013233285417,FALSE,not DE
ENSMUSG00000022246,Rai14,0.6786480844631358,3.897599267245901,1.5962617695624265e-6,4.270904915942593e-5,15,10568969,10714624,145656,-,75646,2755.5714285714284,4909,47.24454352221474,47.158280708902,23.028396025009748,FALSE,not DE
ENSMUSG00000030505,Prmt3,-0.4251709750196843,5.448301325132463,1.650401630015012e-6,4.4046648527687076e-5,7,49778346,49858265,79920,+,71974,1147.111111111111,2937,47.5397132894227,44.2288049029622,22.964274068714296,FALSE,not DE
ENSMUSG00000022453,Naga,-0.32553634612311727,5.922822318013583,1.6686712782868335e-6,4.4422622350783825e-5,15,82329532,82338925,9394,-,17939,833,1913,55.69027611044419,54.9921589127026,22.94311116730156,FALSE,not DE
ENSMUSG00000035042,Ccl5,0.9761104172179748,5.210324230187246,1.6740341850603822e-6,4.445397778427845e-5,11,83525778,83530518,4741,-,20304,600,668,53.16666666666668,52.844311377245504,22.936943079399814,FALSE,not DE
ENSMUSG00000038845,Phb,-0.4986258710486858,6.7151662092437965,1.7216120183833992e-6,4.560339865154231e-5,11,95666957,95680773,13817,+,18673,856,1799,53.271028037383154,55.5308504724847,22.88307418807096,FALSE,not DE
ENSMUSG00000075706,Gpx4,0.33769216647664235,6.931943696230681,1.7300642604014688e-6,4.571328998503582e-5,10,80047166,80056439,9274,+,625249,677.7142857142857,995,58.30522765598652,60.2010050251256,22.873660749153796,FALSE,not DE
ENSMUSG00000024937,Ehbp1l1,0.40061579081997595,7.025271699922741,1.739157263418867e-6,4.583952469487644e-5,19,5707376,5726317,18942,-,114601,2727.1428571428573,6404,58.49659507595602,56.3554028732043,22.863585051173814,FALSE,not DE
ENSMUSG00000026116,Tmem131,-0.3006970746593318,7.08863748899247,1.7545189362548065e-6,4.61299508438083e-5,1,36792191,36943666,151476,-,56030,2550,6698,48.30882352941174,49.7163332338011,22.84668265894466,FALSE,not DE
ENSMUSG00000021583,Erap1,-0.4270878852337245,7.566192787364964,1.7688562446775611e-6,4.63920766196668e-5,13,74639568,74693201,53634,+,80898,1742.1666666666667,5644,41.54788099110301,41.4953933380581,22.831040763221118,FALSE,not DE
ENSMUSG00000062867,Impdh2,-0.39264622861905085,7.038011822113272,1.7888294575542384e-6,4.68003608328599e-5,9,108560286,108565584,5299,+,23918,802,1858,52.244389027431424,52.3681377825619,22.809460821607846,FALSE,not DE
ENSMUSG00000002307,Daxx,-0.3041859707363465,5.896578441502528,1.8064459731676803e-6,4.71451329901403e-5,17,33909414,33915590,6177,+,13163,1007.2,2673,55.80818109610804,56.341189674523,22.790626818296936,FALSE,not DE
ENSMUSG00000049562,Ap5b1,-0.4575850202799524,4.804235810980324,1.8252275868767081e-6,4.751854761716763e-5,19,5568025,5571261,3237,+,381201,2184,3092,61.53846153846154,61.8046571798189,22.770749040499073,FALSE,not DE
ENSMUSG00000106918,Mrpl33,0.46411708520685724,5.275094224542467,1.9218596089819117e-6,4.991196275453757e-5,5,31596935,31664384,67450,+,66845,1071.5454545454545,2741,46.51734962246543,46.6982852973367,22.671615664713514,FALSE,not DE
ENSMUSG00000027634,Ndrg3,-0.47029943258607265,6.355627824667767,1.985163767905994e-6,5.14302671773109e-5,2,156927345,156992056,64712,-,29812,1456.1,4023,47.86759151157202,46.4330101913995,22.609347802082908,FALSE,not DE
ENSMUSG00000004054,Map3k11,-0.28278492189097826,6.433128054701821,2.042087230093008e-6,5.277627873004363e-5,19,5688742,5702865,14124,+,26403,1651.4,3898,60.36090589802591,61.2878399179066,22.555034010386557,FALSE,not DE
ENSMUSG00000053835,H2-T24,-0.5094843652653305,5.409574806055786,2.0565302592135953e-6,5.302054469263789e-5,17,36005695,36020560,14866,-,15042,1533,2182,49.28245270711027,49.0375802016499,22.541494677609915,FALSE,not DE
ENSMUSG00000054814,Usp46,-0.44357524458159225,3.9048474204405506,2.085843948881843e-6,5.354945814566743e-5,5,73998453,74068431,69979,-,69727,2403.3333333333335,4738,43.78640776699028,42.5495989869143,22.51430597294695,FALSE,not DE
ENSMUSG00000054426,A930005H10Rik,-0.6839602144522304,3.699112992067232,2.0871281935893727e-6,5.354945814566743e-5,3,115881581,115888130,6550,-,"NA",717.2857142857143,2094,50.60744871539535,45.0811843361987,22.513123605832664,FALSE,not DE
ENSMUSG00000072919,Noxred1,1.0575657382510448,1.376713804985086,2.0927878091085475e-6,5.356528218879757e-5,12,87221040,87238732,17693,-,71275,1127.6666666666667,1626,48.241206030150764,47.6629766297663,22.50792164116544,TRUE,DE (not in Spleen)
ENSMUSG00000030124,Lag3,-0.8518164125961468,6.011698125052702,2.105666143169771e-6,5.3765350415262756e-5,6,124904361,124911705,7345,-,16768,1213.5,2001,59.25010300782859,59.92003998001,22.49613708127492,FALSE,not DE
ENSMUSG00000025742,Prps2,-0.4316012747590417,6.649745328730862,2.1185380432587505e-6,5.396429519303225e-5,X,167346322,167382749,36428,-,110639,2149,3699,43.36900884132159,41.984320086509904,22.484430436255927,FALSE,not DE
ENSMUSG00000021477,Ctsl,1.5683450237310124,2.949493976400834,2.15812811015971e-6,5.484123633042211e-5,13,64359337,64370890,11554,-,13039,1608.7142857142858,6168,46.31915460438685,44.3417639429313,22.448866503666054,TRUE,DE
ENSMUSG00000047415,Gpr68,0.3033579858646584,7.3417556871973355,2.190992929501384e-6,5.554350094788473e-5,12,100876682,100908198,31517,-,238377,2076.1428571428573,3817,54.33152136516891,50.2750851454021,22.41983754755689,FALSE,not DE
ENSMUSG00000035960,Apex1,-0.6926086146701311,5.207626986198453,2.2020885229694336e-6,5.5691867359479344e-5,14,50924968,50927139,2172,+,11792,966.25,1239,52.67787839586029,51.3317191283293,22.41013553731125,FALSE,not DE
ENSMUSG00000058173,Smco4,0.5017384299536725,4.765374005840424,2.2073371100166825e-6,5.569200660949454e-5,9,15493432,15545260,51829,+,170748,922.6666666666666,994,52.492774566474,56.5392354124749,22.40556323441308,FALSE,not DE
ENSMUSG00000040818,Dennd6a,-0.35186129810498007,5.527350548755615,2.217810801424039e-6,5.582366429555958e-5,14,26573856,26634322,60467,+,211922,2990.6666666666665,6638,42.73851983950068,41.6993070201868,22.396471593041692,FALSE,not DE
ENSMUSG00000016028,Celsr1,-0.361693381616183,7.477517684907264,2.2568069882881637e-6,5.667093103923611e-5,15,85898929,86033777,134849,-,12614,4676,10879,58.32442258340463,58.7737843551797,22.362995759322228,FALSE,not DE
ENSMUSG00000112963,Gm6093,1.028513606178557,3.5234295368323525,2.2883694242821425e-6,5.732797175642669e-5,13,33562486,33569317,6832,-,"NA",1893,2163,48.09825673534075,44.8913546000925,22.33632353050379,TRUE,DE
ENSMUSG00000048865,Arhgap30,0.3084446382351068,8.743929528465584,2.3210574940534303e-6,5.801005341608361e-5,1,171388954,171410298,21345,+,226652,4486,5017,51.554837271511374,51.8237990831174,22.30908631374141,FALSE,not DE
ENSMUSG00000042363,Lgalsl,0.4930394924011615,4.313058258100788,2.3356372243426215e-6,5.8237414546871655e-5,11,20823576,20831056,7481,-,216551,1302.25,3362,45.459781148013015,41.4634146341463,22.29706167458386,FALSE,not DE
ENSMUSG00000020083,Fam241b,0.7712960375030147,2.3272364876142735,2.374520342560767e-6,5.906827887278797e-5,10,62107655,62143920,36266,-,69894,937.3636363636364,1769,55.13529240616816,55.1724137931034,22.26535734397053,FALSE,not DE
ENSMUSG00000033356,Pus7l,-0.5284785824112124,3.504992990048056,2.395840826873208e-6,5.945939547440938e-5,15,94522688,94543547,20860,-,78895,1558,2840,47.00470688917414,47.7112676056338,22.24819352050837,FALSE,not DE
ENSMUSG00000042766,Trim46,0.708041772517608,4.330561070759952,2.417079983005791e-6,5.9846675010460405e-5,3,89234177,89246309,12133,-,360213,2148.6666666666665,3252,59.78901644430654,59.009840098401,22.231246853136092,FALSE,not DE
ENSMUSG00000078202,Nrarp,-1.2083662103418233,3.0918298092758127,2.43386918276324e-6,6.012222897514218e-5,2,25180758,25183339,2582,+,67122,2582,2582,54.53137103020911,54.5313710302091,22.217956180934483,TRUE,DE
ENSMUSG00000038387,Rras,-0.5619173090346179,4.2758456347205245,2.4714422062744054e-6,6.0908721844655996e-5,7,45017961,45021647,3687,+,20130,599,995,56.872565386755696,58.0904522613065,22.18854283513705,FALSE,not DE
ENSMUSG00000024675,Ms4a4c,-1.1447310494821612,3.025335124222999,2.4874557513513806e-6,6.116146988623695e-5,19,11404770,11427246,22477,+,64380,923.6666666666666,1723,40.05774088776617,38.1311665699362,22.176143027973914,TRUE,DE
ENSMUSG00000070709,Zfp974,-1.0762145833191459,1.566016487397658,2.5081548356957212e-6,6.152799229736709e-5,7,27907392,27929460,22069,-,73430,1561.1666666666667,5158,43.79203587060959,39.2594028693292,22.160233188542918,TRUE,DE
ENSMUSG00000058297,Spock2,0.5852006889523766,5.872827124205061,2.5275165917289156e-6,6.186009501692291e-5,10,60106219,60135198,28980,+,94214,3465.6666666666665,5238,55.958449552755646,55.3264604810997,22.145470038861305,FALSE,not DE
ENSMUSG00000033454,Zbtb1,0.3646671517186287,6.809682840465538,2.537700425043181e-6,6.196656072369809e-5,12,76370266,76396950,26685,+,268564,12190,12190,41.1977030352748,41.1977030352748,22.13775043357804,FALSE,not DE
ENSMUSG00000037096,Gm9762,-0.7382710621603479,1.8395631585037013,2.6471596853194763e-6,6.449112426023733e-5,3,78966356,78966799,444,-,"NA",444,444,42.5675675675676,42.5675675675676,22.056686318029712,FALSE,not DE
ENSMUSG00000022550,Adck5,0.4960778964931606,5.358193873972827,2.6874105895343775e-6,6.51791131762254e-5,15,76576358,76595816,19459,+,268822,1326.4666666666667,2262,57.82781323817661,58.4438549955791,22.027720051772462,FALSE,not DE
ENSMUSG00000042759,Apobr,0.8390885508774625,5.455854787419887,2.6876719611360123e-6,6.51791131762254e-5,7,126584942,126589112,4171,+,171504,1164.2,3685,57.481532382752114,55.8480325644505,22.02753338348046,FALSE,not DE
ENSMUSG00000013076,Amotl1,-0.7636319021725138,4.804716236547677,2.7244065173847316e-6,6.59194670333955e-5,9,14541966,14645056,103091,-,75723,2860.3333333333335,8957,53.57767160004659,51.4234676789103,22.001477551028703,FALSE,not DE
ENSMUSG00000072704,Smim10l1,0.45291311432781933,4.579152603091775,2.757000405374758e-6,6.655649614975154e-5,6,133104909,133110899,5991,+,381820,1326.75,2842,43.54625965705671,41.1681914144968,21.978652136096084,FALSE,not DE
ENSMUSG00000047881,Rell1,0.5260026130980991,4.64983112970033,2.794962732485101e-6,6.731994137065022e-5,5,63908897,63968897,60001,-,100532,1538.6,3241,47.92668659820616,46.9608145634064,21.952406070068676,FALSE,not DE
ENSMUSG00000048707,Tprn,-0.4869565046943399,3.923972341944027,2.9067904716068196e-6,6.985504160499465e-5,2,25262618,25269885,7268,+,97031,1000.75,2787,58.88083937047216,60.2439899533549,21.87712077707662,FALSE,not DE
ENSMUSG00000028568,Btf3l4,-0.42626604493467263,5.101621573141069,2.942855781016657e-6,7.056210859132942e-5,4,108814295,108833614,19320,-,70533,1121.1666666666667,3141,42.58956444180169,39.6688952562878,21.853459300548117,FALSE,not DE
ENSMUSG00000030775,Trat1,-0.5277243320996113,7.388126885180594,2.9644026032409857e-6,7.091865867483276e-5,16,48730774,48772021,41248,-,77647,2656,4665,40.09789156626506,39.249732047159704,21.839461450869916,FALSE,not DE
ENSMUSG00000024078,Ttc27,-0.65204182354644,4.8563270225235176,3.0024992755384737e-6,7.166864562869588e-5,17,74717732,74863570,145839,+,74196,1278.875,2838,48.05004398397032,48.0267794221283,21.814960005617507,FALSE,not DE
ENSMUSG00000004952,Rasa4,1.52032258701599,1.7207773347316808,3.0124123464553055e-6,7.174404471759697e-5,5,136083916,136111860,27945,+,54153,2002.7692307692307,3967,57.51267475802733,55.1802369548777,21.80863566284287,TRUE,DE (not in Spleen)
ENSMUSG00000064105,Cnnm2,0.8031969446649223,2.5691470208268083,3.0277648511758543e-6,7.194836297357925e-5,19,46761596,46880192,118597,+,94219,2810.75,4955,55.91034421417772,54.9949545913219,21.798882163092163,FALSE,not DE
ENSMUSG00000006587,Snai3,-1.1752001935230885,1.3895818982390586,3.0453045018705762e-6,7.220362593497602e-5,8,122454208,122460733,6526,-,30927,1628,1628,59.2137592137592,59.2137592137592,21.78779970683592,TRUE,DE
ENSMUSG00000028362,Tnfsf8,-0.7279120575604862,5.414220116938187,3.0640980477901e-6,7.248741528647314e-5,4,63831308,63861347,30040,-,21949,3807,3807,42.6057262936696,42.6057262936696,21.775995825586314,FALSE,not DE
ENSMUSG00000041747,Utp15,-0.33764895637878284,5.562455953713607,3.225443621161384e-6,7.61348047643916e-5,13,98246845,98263041,16197,-,105372,2360.6666666666665,4120,44.08359220559164,45.3640776699029,21.67754824755213,FALSE,not DE
ENSMUSG00000026672,Optn,1.0418851544511814,1.442310198341684,3.2496682709946173e-6,7.65365329811637e-5,2,5020642,5064051,43410,-,71648,1843.8,2614,50.25490834146872,50.6503442999235,21.663195301891783,TRUE,DE (not in Spleen)
ENSMUSG00000036644,Tbc1d9b,0.3799719542970857,7.035033771884366,3.2769957583331992e-6,7.700940032083018e-5,11,50131396,50172785,41390,+,76795,1596.25,5213,55.73218480814409,55.1505850757721,21.647132246550616,FALSE,not DE
ENSMUSG00000052713,Zfp608,-0.8929010732655962,3.165946924456243,3.297736327211559e-6,7.732572906764058e-5,18,54888048,54992555,104508,-,269023,4481.25,6095,49.043235704323564,48.8105004101723,21.63503043312307,FALSE,not DE
ENSMUSG00000026581,Sell,-0.922348369231748,9.342242288028725,3.3622755733999255e-6,7.853593565872943e-5,1,164061982,164084181,22200,+,20343,2432.5,5703,44.52209660842754,43.1351920042083,21.597855515136644,FALSE,not DE
ENSMUSG00000006517,Mvd,-0.6462468185552007,5.155684455328701,3.371092934708562e-6,7.853593565872943e-5,8,122433601,122443422,9822,-,192156,1794.5,1833,59.15296740039011,59.0289143480633,21.59283234532144,FALSE,not DE
ENSMUSG00000029561,Oasl2,-1.1315396735596992,1.7729003499815064,3.371529529314688e-6,7.853593565872943e-5,5,114896936,114912234,15299,+,23962,1328,3123,48.83701472556896,49.4076208773615,21.59258396404321,TRUE,DE
ENSMUSG00000051149,Adnp,-0.643189652650384,3.1712126134597396,3.4333947668747605e-6,7.9634141164279393e-05,2,168180986,168207112,26127,-,11538,2709.25,4932,48.07603580326654,48.1143552311435,21.557710813371152,FALSE,not DE
